
PING github.com (20.207.73.82) 56(84) bytes of data.
64 bytes from 20.207.73.82: icmp_seq=754 ttl=113 time=16.9 ms
64 bytes from 20.207.73.82: icmp_seq=755 ttl=113 time=12.1 ms
64 bytes from 20.207.73.82: icmp_seq=756 ttl=113 time=31.1 ms
64 bytes from 20.207.73.82: icmp_seq=757 ttl=113 time=13.6 ms
64 bytes from 20.207.73.82: icmp_seq=758 ttl=113 time=20.3 ms
64 bytes from 20.207.73.82: icmp_seq=759 ttl=113 time=110 ms
64 bytes from 20.207.73.82: icmp_seq=760 ttl=113 time=15.7 ms
64 bytes from 20.207.73.82: icmp_seq=761 ttl=113 time=155 ms
64 bytes from 20.207.73.82: icmp_seq=762 ttl=113 time=14.1 ms
64 bytes from 20.207.73.82: icmp_seq=763 ttl=113 time=31.0 ms
64 bytes from 20.207.73.82: icmp_seq=764 ttl=113 time=8.19 ms
64 bytes from 20.207.73.82: icmp_seq=765 ttl=113 time=48.2 ms
64 bytes from 20.207.73.82: icmp_seq=766 ttl=113 time=13.5 ms
64 bytes from 20.207.73.82: icmp_seq=767 ttl=113 time=17.2 ms
64 bytes from 20.207.73.82: icmp_seq=768 ttl=113 time=9.88 ms
64 bytes from 20.207.73.82: icmp_seq=769 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=770 ttl=113 time=16.3 ms
64 bytes from 20.207.73.82: icmp_seq=771 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=772 ttl=113 time=29.3 ms
64 bytes from 20.207.73.82: icmp_seq=773 ttl=113 time=18.3 ms
64 bytes from 20.207.73.82: icmp_seq=774 ttl=113 time=17.7 ms
64 bytes from 20.207.73.82: icmp_seq=775 ttl=113 time=16.7 ms
64 bytes from 20.207.73.82: icmp_seq=776 ttl=113 time=30.2 ms
64 bytes from 20.207.73.82: icmp_seq=777 ttl=113 time=16.2 ms
64 bytes from 20.207.73.82: icmp_seq=778 ttl=113 time=10.8 ms
64 bytes from 20.207.73.82: icmp_seq=779 ttl=113 time=11.5 ms
64 bytes from 20.207.73.82: icmp_seq=780 ttl=113 time=10.8 ms
64 bytes from 20.207.73.82: icmp_seq=781 ttl=113 time=22.5 ms
64 bytes from 20.207.73.82: icmp_seq=782 ttl=113 time=152 ms
64 bytes from 20.207.73.82: icmp_seq=783 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=784 ttl=113 time=10.6 ms
64 bytes from 20.207.73.82: icmp_seq=785 ttl=113 time=12.9 ms
64 bytes from 20.207.73.82: icmp_seq=786 ttl=113 time=86.1 ms
64 bytes from 20.207.73.82: icmp_seq=787 ttl=113 time=70.8 ms
64 bytes from 20.207.73.82: icmp_seq=788 ttl=113 time=58.3 ms
64 bytes from 20.207.73.82: icmp_seq=789 ttl=113 time=53.1 ms
64 bytes from 20.207.73.82: icmp_seq=790 ttl=113 time=33.2 ms
64 bytes from 20.207.73.82: icmp_seq=791 ttl=113 time=27.4 ms
64 bytes from 20.207.73.82: icmp_seq=792 ttl=113 time=26.1 ms
64 bytes from 20.207.73.82: icmp_seq=793 ttl=113 time=42.5 ms
64 bytes from 20.207.73.82: icmp_seq=794 ttl=113 time=244 ms
64 bytes from 20.207.73.82: icmp_seq=795 ttl=113 time=48.7 ms
64 bytes from 20.207.73.82: icmp_seq=796 ttl=113 time=55.8 ms
64 bytes from 20.207.73.82: icmp_seq=797 ttl=113 time=60.3 ms
64 bytes from 20.207.73.82: icmp_seq=798 ttl=113 time=65.2 ms
64 bytes from 20.207.73.82: icmp_seq=799 ttl=113 time=82.5 ms
64 bytes from 20.207.73.82: icmp_seq=800 ttl=113 time=83.4 ms
64 bytes from 20.207.73.82: icmp_seq=801 ttl=113 time=93.5 ms
64 bytes from 20.207.73.82: icmp_seq=802 ttl=113 time=79.6 ms
64 bytes from 20.207.73.82: icmp_seq=803 ttl=113 time=17.8 ms
64 bytes from 20.207.73.82: icmp_seq=804 ttl=113 time=10.1 ms
64 bytes from 20.207.73.82: icmp_seq=805 ttl=113 time=23.2 ms
64 bytes from 20.207.73.82: icmp_seq=806 ttl=113 time=37.8 ms
64 bytes from 20.207.73.82: icmp_seq=807 ttl=113 time=10.9 ms
64 bytes from 20.207.73.82: icmp_seq=808 ttl=113 time=9.91 ms
64 bytes from 20.207.73.82: icmp_seq=809 ttl=113 time=9.18 ms
64 bytes from 20.207.73.82: icmp_seq=810 ttl=113 time=8.71 ms
64 bytes from 20.207.73.82: icmp_seq=811 ttl=113 time=12.3 ms
64 bytes from 20.207.73.82: icmp_seq=812 ttl=113 time=8.74 ms
64 bytes from 20.207.73.82: icmp_seq=813 ttl=113 time=8.72 ms
64 bytes from 20.207.73.82: icmp_seq=814 ttl=113 time=9.19 ms
64 bytes from 20.207.73.82: icmp_seq=815 ttl=113 time=18.7 ms
64 bytes from 20.207.73.82: icmp_seq=816 ttl=113 time=16.2 ms
64 bytes from 20.207.73.82: icmp_seq=817 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=818 ttl=113 time=9.55 ms
64 bytes from 20.207.73.82: icmp_seq=819 ttl=113 time=15.6 ms
64 bytes from 20.207.73.82: icmp_seq=820 ttl=113 time=7.85 ms
64 bytes from 20.207.73.82: icmp_seq=821 ttl=113 time=8.17 ms
64 bytes from 20.207.73.82: icmp_seq=822 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=823 ttl=113 time=8.52 ms
64 bytes from 20.207.73.82: icmp_seq=824 ttl=113 time=9.09 ms
64 bytes from 20.207.73.82: icmp_seq=825 ttl=113 time=27.9 ms
64 bytes from 20.207.73.82: icmp_seq=826 ttl=113 time=8.82 ms
64 bytes from 20.207.73.82: icmp_seq=827 ttl=113 time=8.57 ms
64 bytes from 20.207.73.82: icmp_seq=828 ttl=113 time=8.26 ms
64 bytes from 20.207.73.82: icmp_seq=829 ttl=113 time=10.9 ms
64 bytes from 20.207.73.82: icmp_seq=830 ttl=113 time=8.44 ms
64 bytes from 20.207.73.82: icmp_seq=831 ttl=113 time=12.6 ms
64 bytes from 20.207.73.82: icmp_seq=832 ttl=113 time=21.3 ms
64 bytes from 20.207.73.82: icmp_seq=833 ttl=113 time=9.03 ms
64 bytes from 20.207.73.82: icmp_seq=834 ttl=113 time=8.12 ms
64 bytes from 20.207.73.82: icmp_seq=835 ttl=113 time=11.6 ms
64 bytes from 20.207.73.82: icmp_seq=837 ttl=113 time=8.08 ms
64 bytes from 20.207.73.82: icmp_seq=838 ttl=113 time=8.58 ms
64 bytes from 20.207.73.82: icmp_seq=839 ttl=113 time=8.45 ms
64 bytes from 20.207.73.82: icmp_seq=840 ttl=113 time=8.78 ms
64 bytes from 20.207.73.82: icmp_seq=841 ttl=113 time=9.61 ms
64 bytes from 20.207.73.82: icmp_seq=842 ttl=113 time=17.0 ms
64 bytes from 20.207.73.82: icmp_seq=843 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=844 ttl=113 time=11.8 ms
64 bytes from 20.207.73.82: icmp_seq=845 ttl=113 time=9.16 ms
64 bytes from 20.207.73.82: icmp_seq=846 ttl=113 time=8.68 ms
64 bytes from 20.207.73.82: icmp_seq=847 ttl=113 time=9.76 ms
64 bytes from 20.207.73.82: icmp_seq=848 ttl=113 time=8.26 ms
64 bytes from 20.207.73.82: icmp_seq=849 ttl=113 time=13.7 ms
64 bytes from 20.207.73.82: icmp_seq=850 ttl=113 time=8.82 ms
64 bytes from 20.207.73.82: icmp_seq=851 ttl=113 time=10.7 ms
64 bytes from 20.207.73.82: icmp_seq=852 ttl=113 time=16.6 ms
64 bytes from 20.207.73.82: icmp_seq=853 ttl=113 time=8.98 ms
64 bytes from 20.207.73.82: icmp_seq=854 ttl=113 time=17.9 ms
64 bytes from 20.207.73.82: icmp_seq=855 ttl=113 time=8.62 ms
64 bytes from 20.207.73.82: icmp_seq=856 ttl=113 time=12.8 ms
64 bytes from 20.207.73.82: icmp_seq=857 ttl=113 time=16.3 ms
64 bytes from 20.207.73.82: icmp_seq=858 ttl=113 time=8.55 ms
64 bytes from 20.207.73.82: icmp_seq=859 ttl=113 time=9.15 ms
64 bytes from 20.207.73.82: icmp_seq=860 ttl=113 time=9.56 ms
64 bytes from 20.207.73.82: icmp_seq=861 ttl=113 time=9.26 ms
64 bytes from 20.207.73.82: icmp_seq=862 ttl=113 time=8.60 ms
64 bytes from 20.207.73.82: icmp_seq=863 ttl=113 time=9.03 ms
64 bytes from 20.207.73.82: icmp_seq=864 ttl=113 time=9.19 ms
64 bytes from 20.207.73.82: icmp_seq=865 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=866 ttl=113 time=9.27 ms
64 bytes from 20.207.73.82: icmp_seq=867 ttl=113 time=10.7 ms
64 bytes from 20.207.73.82: icmp_seq=868 ttl=113 time=8.22 ms
64 bytes from 20.207.73.82: icmp_seq=869 ttl=113 time=21.6 ms
64 bytes from 20.207.73.82: icmp_seq=870 ttl=113 time=10.5 ms
64 bytes from 20.207.73.82: icmp_seq=872 ttl=113 time=16.2 ms
64 bytes from 20.207.73.82: icmp_seq=874 ttl=113 time=9.42 ms
64 bytes from 20.207.73.82: icmp_seq=875 ttl=113 time=8.88 ms
64 bytes from 20.207.73.82: icmp_seq=876 ttl=113 time=11.2 ms
64 bytes from 20.207.73.82: icmp_seq=877 ttl=113 time=18.2 ms
64 bytes from 20.207.73.82: icmp_seq=878 ttl=113 time=9.68 ms
64 bytes from 20.207.73.82: icmp_seq=879 ttl=113 time=8.98 ms
64 bytes from 20.207.73.82: icmp_seq=880 ttl=113 time=8.07 ms
64 bytes from 20.207.73.82: icmp_seq=881 ttl=113 time=10.8 ms
64 bytes from 20.207.73.82: icmp_seq=882 ttl=113 time=8.79 ms
64 bytes from 20.207.73.82: icmp_seq=883 ttl=113 time=15.0 ms
64 bytes from 20.207.73.82: icmp_seq=884 ttl=113 time=11.9 ms
64 bytes from 20.207.73.82: icmp_seq=885 ttl=113 time=22.0 ms
64 bytes from 20.207.73.82: icmp_seq=886 ttl=113 time=8.97 ms
64 bytes from 20.207.73.82: icmp_seq=887 ttl=113 time=8.97 ms
64 bytes from 20.207.73.82: icmp_seq=888 ttl=113 time=20.4 ms
64 bytes from 20.207.73.82: icmp_seq=890 ttl=113 time=10.6 ms
64 bytes from 20.207.73.82: icmp_seq=891 ttl=113 time=9.13 ms
64 bytes from 20.207.73.82: icmp_seq=892 ttl=113 time=9.01 ms
64 bytes from 20.207.73.82: icmp_seq=893 ttl=113 time=10.3 ms
64 bytes from 20.207.73.82: icmp_seq=894 ttl=113 time=8.64 ms
64 bytes from 20.207.73.82: icmp_seq=895 ttl=113 time=21.7 ms
64 bytes from 20.207.73.82: icmp_seq=896 ttl=113 time=17.3 ms
64 bytes from 20.207.73.82: icmp_seq=897 ttl=113 time=9.30 ms
64 bytes from 20.207.73.82: icmp_seq=898 ttl=113 time=15.4 ms
64 bytes from 20.207.73.82: icmp_seq=899 ttl=113 time=12.7 ms
64 bytes from 20.207.73.82: icmp_seq=900 ttl=113 time=15.3 ms
64 bytes from 20.207.73.82: icmp_seq=901 ttl=113 time=14.2 ms
64 bytes from 20.207.73.82: icmp_seq=902 ttl=113 time=45.9 ms
64 bytes from 20.207.73.82: icmp_seq=903 ttl=113 time=12.2 ms
64 bytes from 20.207.73.82: icmp_seq=904 ttl=113 time=9.02 ms
64 bytes from 20.207.73.82: icmp_seq=905 ttl=113 time=57.4 ms
64 bytes from 20.207.73.82: icmp_seq=906 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=907 ttl=113 time=43.1 ms
64 bytes from 20.207.73.82: icmp_seq=908 ttl=113 time=10.0 ms
64 bytes from 20.207.73.82: icmp_seq=909 ttl=113 time=12.3 ms
64 bytes from 20.207.73.82: icmp_seq=910 ttl=113 time=17.0 ms
64 bytes from 20.207.73.82: icmp_seq=911 ttl=113 time=9.43 ms
64 bytes from 20.207.73.82: icmp_seq=912 ttl=113 time=8.19 ms
64 bytes from 20.207.73.82: icmp_seq=913 ttl=113 time=8.87 ms
64 bytes from 20.207.73.82: icmp_seq=914 ttl=113 time=11.7 ms
64 bytes from 20.207.73.82: icmp_seq=915 ttl=113 time=32.8 ms
64 bytes from 20.207.73.82: icmp_seq=916 ttl=113 time=19.9 ms
64 bytes from 20.207.73.82: icmp_seq=917 ttl=113 time=8.67 ms
64 bytes from 20.207.73.82: icmp_seq=918 ttl=113 time=19.3 ms
64 bytes from 20.207.73.82: icmp_seq=919 ttl=113 time=29.5 ms
64 bytes from 20.207.73.82: icmp_seq=920 ttl=113 time=17.0 ms
64 bytes from 20.207.73.82: icmp_seq=921 ttl=113 time=30.7 ms
64 bytes from 20.207.73.82: icmp_seq=922 ttl=113 time=25.2 ms
64 bytes from 20.207.73.82: icmp_seq=923 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=924 ttl=113 time=27.8 ms
64 bytes from 20.207.73.82: icmp_seq=925 ttl=113 time=37.1 ms
64 bytes from 20.207.73.82: icmp_seq=927 ttl=113 time=19.2 ms
64 bytes from 20.207.73.82: icmp_seq=928 ttl=113 time=10.8 ms
64 bytes from 20.207.73.82: icmp_seq=929 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=930 ttl=113 time=10.1 ms
64 bytes from 20.207.73.82: icmp_seq=931 ttl=113 time=10.7 ms
64 bytes from 20.207.73.82: icmp_seq=932 ttl=113 time=18.0 ms
64 bytes from 20.207.73.82: icmp_seq=933 ttl=113 time=58.9 ms
64 bytes from 20.207.73.82: icmp_seq=934 ttl=113 time=16.8 ms
64 bytes from 20.207.73.82: icmp_seq=935 ttl=113 time=14.5 ms
64 bytes from 20.207.73.82: icmp_seq=936 ttl=113 time=19.2 ms
64 bytes from 20.207.73.82: icmp_seq=938 ttl=113 time=14.6 ms
64 bytes from 20.207.73.82: icmp_seq=939 ttl=113 time=14.3 ms
64 bytes from 20.207.73.82: icmp_seq=940 ttl=113 time=17.0 ms
64 bytes from 20.207.73.82: icmp_seq=941 ttl=113 time=18.9 ms
64 bytes from 20.207.73.82: icmp_seq=942 ttl=113 time=19.7 ms
64 bytes from 20.207.73.82: icmp_seq=943 ttl=113 time=10.0 ms
64 bytes from 20.207.73.82: icmp_seq=944 ttl=113 time=23.5 ms
64 bytes from 20.207.73.82: icmp_seq=945 ttl=113 time=14.8 ms
64 bytes from 20.207.73.82: icmp_seq=947 ttl=113 time=13.1 ms
64 bytes from 20.207.73.82: icmp_seq=948 ttl=113 time=22.1 ms
64 bytes from 20.207.73.82: icmp_seq=949 ttl=113 time=30.9 ms
64 bytes from 20.207.73.82: icmp_seq=950 ttl=113 time=39.4 ms
64 bytes from 20.207.73.82: icmp_seq=951 ttl=113 time=25.0 ms
64 bytes from 20.207.73.82: icmp_seq=952 ttl=113 time=28.2 ms
64 bytes from 20.207.73.82: icmp_seq=953 ttl=113 time=8.57 ms
64 bytes from 20.207.73.82: icmp_seq=954 ttl=113 time=25.2 ms
64 bytes from 20.207.73.82: icmp_seq=955 ttl=113 time=21.3 ms
64 bytes from 20.207.73.82: icmp_seq=956 ttl=113 time=434 ms
64 bytes from 20.207.73.82: icmp_seq=957 ttl=113 time=230 ms
64 bytes from 20.207.73.82: icmp_seq=958 ttl=113 time=47.2 ms
64 bytes from 20.207.73.82: icmp_seq=959 ttl=113 time=21.4 ms
64 bytes from 20.207.73.82: icmp_seq=960 ttl=113 time=24.8 ms
64 bytes from 20.207.73.82: icmp_seq=961 ttl=113 time=40.1 ms
64 bytes from 20.207.73.82: icmp_seq=962 ttl=113 time=63.3 ms
64 bytes from 20.207.73.82: icmp_seq=965 ttl=113 time=486 ms
64 bytes from 20.207.73.82: icmp_seq=966 ttl=113 time=277 ms
64 bytes from 20.207.73.82: icmp_seq=967 ttl=113 time=68.3 ms
64 bytes from 20.207.73.82: icmp_seq=968 ttl=113 time=69.8 ms
64 bytes from 20.207.73.82: icmp_seq=969 ttl=113 time=221 ms
64 bytes from 20.207.73.82: icmp_seq=970 ttl=113 time=23.8 ms
64 bytes from 20.207.73.82: icmp_seq=971 ttl=113 time=16.2 ms
64 bytes from 20.207.73.82: icmp_seq=972 ttl=113 time=13.6 ms
64 bytes from 20.207.73.82: icmp_seq=973 ttl=113 time=12.3 ms
64 bytes from 20.207.73.82: icmp_seq=974 ttl=113 time=44.0 ms
64 bytes from 20.207.73.82: icmp_seq=975 ttl=113 time=18.1 ms
64 bytes from 20.207.73.82: icmp_seq=976 ttl=113 time=14.7 ms
64 bytes from 20.207.73.82: icmp_seq=977 ttl=113 time=12.0 ms
64 bytes from 20.207.73.82: icmp_seq=979 ttl=113 time=18.4 ms
64 bytes from 20.207.73.82: icmp_seq=980 ttl=113 time=24.3 ms
64 bytes from 20.207.73.82: icmp_seq=981 ttl=113 time=45.6 ms
64 bytes from 20.207.73.82: icmp_seq=982 ttl=113 time=19.9 ms
64 bytes from 20.207.73.82: icmp_seq=983 ttl=113 time=30.4 ms
64 bytes from 20.207.73.82: icmp_seq=984 ttl=113 time=7.85 ms
64 bytes from 20.207.73.82: icmp_seq=985 ttl=113 time=56.0 ms
64 bytes from 20.207.73.82: icmp_seq=986 ttl=113 time=18.6 ms
64 bytes from 20.207.73.82: icmp_seq=987 ttl=113 time=68.0 ms
64 bytes from 20.207.73.82: icmp_seq=988 ttl=113 time=32.3 ms
64 bytes from 20.207.73.82: icmp_seq=989 ttl=113 time=26.9 ms
64 bytes from 20.207.73.82: icmp_seq=990 ttl=113 time=12.9 ms
64 bytes from 20.207.73.82: icmp_seq=991 ttl=113 time=19.1 ms
64 bytes from 20.207.73.82: icmp_seq=992 ttl=113 time=22.2 ms
64 bytes from 20.207.73.82: icmp_seq=993 ttl=113 time=21.5 ms
64 bytes from 20.207.73.82: icmp_seq=994 ttl=113 time=18.6 ms
64 bytes from 20.207.73.82: icmp_seq=995 ttl=113 time=121 ms
64 bytes from 20.207.73.82: icmp_seq=996 ttl=113 time=25.0 ms
64 bytes from 20.207.73.82: icmp_seq=997 ttl=113 time=121 ms
64 bytes from 20.207.73.82: icmp_seq=998 ttl=113 time=14.7 ms
64 bytes from 20.207.73.82: icmp_seq=999 ttl=113 time=313 ms
64 bytes from 20.207.73.82: icmp_seq=1000 ttl=113 time=110 ms

--- github.com ping statistics ---
1000 packets transmitted, 954 received, 4.6% packet loss, time 201257ms
rtt min/avg/max/mdev = 7.615/72.986/1792.153/200.793 ms, pipe 9
